Fiscal Year,Facility ID,Facility Name,Address,City/Town,State,ZIP Code,County/Parish,HAI-1 Achievement Threshold,HAI-1 Benchmark,HAI-1 Baseline Rate,HAI-1 Performance Rate,HAI-1 Achievement Points,HAI-1 Improvement Points,HAI-1 Measure Score,HAI-2 Achievement Threshold,HAI-2 Benchmark,HAI-2 Baseline Rate,HAI-2 Performance Rate,HAI-2 Achievement Points,HAI-2 Improvement Points,HAI-2 Measure Score,Combined SSI Measure Score,HAI-3 Achievement Threshold,HAI-3 Benchmark,HAI-3 Baseline Rate,HAI-3 Performance Rate,HAI-3 Achievement Points,HAI-3 Improvement Points,HAI-3 Measure Score,HAI-4 Achievement Threshold,HAI-4 Benchmark,HAI-4 Baseline Rate,HAI-4 Performance Rate,HAI-4 Achievement Points,HAI-4 Improvement Points,HAI-4 Measure Score,HAI-5 Achievement Threshold,HAI-5 Benchmark,HAI-5 Baseline Rate,HAI-5 Performance Rate,HAI-5 Achievement Points,HAI-5 Improvement Points,HAI-5 Measure Score,HAI-6 Achievement Threshold,HAI-6 Benchmark,HAI-6 Baseline Rate,HAI-6 Performance Rate,HAI-6 Achievement Points,HAI-6 Improvement Points,HAI-6 Measure Score
2024,10139,BROOKWOOD BAPTIST MEDICAL CENTER,2010 BROOKWOOD MEDICAL CENTER DRIVE,BIRMINGHAM,AL,35209,JEFFERSON,0.589,0,0.895,1.353,0 out of 10,0 out of 9,0 out of 10,0.65,0,1.001,0.385,4 out of 10,6 out of 9,6 out of 10,3 out of 10,0.717,0,0.616,0.638,1 out of 10,0 out of 9,1 out of 10,0.738,0,0.291,0.432,4 out of 10,0 out of 9,4 out of 10,0.726,0,1.585,0.695,1 out of 10,5 out of 9,5 out of 10,0.52,0.014,0.623,0.326,4 out of 10,4 out of 9,4 out of 10
2024,10144,SPRINGHILL MEDICAL CENTER,3719 DAUPHIN STREET,MOBILE,AL,36608,MOBILE,0.589,0,1.103,1.372,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.792,0.327,5 out of 10,5 out of 9,5 out of 10,4 out of 10,0.717,0,0.318,0.905,0 out of 10,0 out of 9,0 out of 10,0.738,0,0.370,0.318,6 out of 10,1 out of 9,6 out of 10,0.726,0,1.361,1.010,0 out of 10,2 out of 9,2 out of 10,0.52,0.014,0.228,0.122,8 out of 10,4 out of 9,8 out of 10
2024,10148,EVERGREEN MEDICAL CENTER,101 CRESTVIEW AVENUE,EVERGREEN,AL,36401,CONECUH,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,1.784,Not Available,Not Available,Not Available,Not Available
2024,10149,BAPTIST MEDICAL CENTER EAST,400 TAYLOR ROAD,MONTGOMERY,AL,36117,MONTGOMERY,0.589,0,2.075,1.642,0 out of 10,2 out of 9,2 out of 10,0.65,0,1.749,1.024,0 out of 10,4 out of 9,4 out of 10,4 out of 10,0.717,0,0.000,0.177,7 out of 10,0 out of 9,7 out of 10,0.738,0,0.816,0.677,1 out of 10,1 out of 9,1 out of 10,0.726,0,1.567,1.489,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.628,0.606,0 out of 10,0 out of 9,0 out of 10
2024,10158,RUSSELLVILLE HOSPITAL,15155 HIGHWAY 43,RUSSELLVILLE,AL,35653,FRANKLIN,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.000,0.000,10 out of 10,0 out of 9,10 out of 10
2024,10164,COOSA VALLEY MEDICAL CENTER,315 W HICKORY ST,SYLACAUGA,AL,35150,TALLADEGA,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.000,0.000,10 out of 10,0 out of 9,10 out of 10
2024,20001,PROVIDENCE ALASKA MEDICAL CENTER,3200 PROVIDENCE DRIVE,ANCHORAGE,AK,99508,ANCHORAGE,0.589,0,0.837,0.405,3 out of 10,5 out of 9,5 out of 10,0.65,0,1.093,0.903,0 out of 10,1 out of 9,1 out of 10,0 out of 10,0.717,0,2.003,2.188,0 out of 10,0 out of 9,0 out of 10,0.738,0,0.656,0.955,0 out of 10,0 out of 9,0 out of 10,0.726,0,0.512,0.769,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.742,0.192,6 out of 10,7 out of 9,7 out of 10
2024,20006,MAT-SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,PALMER,AK,99645,MATANUSKA-SUSITNA,0.589,0,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.65,0,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,10 out of 10,0.717,0,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,2.143,0 out of 10,Not Available,0 out of 10,0.52,0.014,0.365,0.000,10 out of 10,9 out of 9,10 out of 10
2024,20008,BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DR,JUNEAU,AK,99801,JUNEAU,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.433,0.649,0 out of 10,0 out of 9,0 out of 10
2024,20012,FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,FAIRBANKS,AK,99701,FAIRBANKS NORTH STAR,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,1.489,0.935,0 out of 10,3 out of 9,3 out of 10,0 out of 10,0.717,0,1.926,1.871,0 out of 10,0 out of 9,0 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.296,0.300,4 out of 10,0 out of 9,4 out of 10
2024,20017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,AK,99508,ANCHORAGE,0.589,0,0.504,0.202,6 out of 10,5 out of 9,6 out of 10,0.65,0,2.320,0.274,6 out of 10,8 out of 9,8 out of 10,8 out of 10,0.717,0,2.263,0.340,5 out of 10,8 out of 9,8 out of 10,0.738,0,0.479,Not Available,Not Available,Not Available,Not Available,0.726,0,0.850,0.314,6 out of 10,6 out of 9,6 out of 10,0.52,0.014,0.541,0.460,2 out of 10,1 out of 9,2 out of 10
2024,20024,CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,SOLDOTNA,AK,99669,KENAI PENINSULA,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,Not Available,Not Available,Not Available,Not Available,Not Available,0 out of 10,0.717,0,Not Available,3.457,0 out of 10,Not Available,0 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.388,0.449,2 out of 10,0 out of 9,2 out of 10
2024,20026,ALASKA NATIVE MEDICAL CENTER,4315 DIPLOMACY DR,ANCHORAGE,AK,99508,ANCHORAGE,0.589,0,0.664,0.429,3 out of 10,3 out of 9,3 out of 10,0.65,0,1.376,0.850,0 out of 10,3 out of 9,3 out of 10,7 out of 10,0.717,0,1.217,0.252,6 out of 10,7 out of 9,7 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.998,1.117,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.986,0.145,7 out of 10,8 out of 9,8 out of 10
2024,30002,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,1111 EAST MCDOWELL ROAD,PHOENIX,AZ,85006,MARICOPA,0.589,0,0.591,1.491,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.156,0.185,7 out of 10,0 out of 9,7 out of 10,2 out of 10,0.717,0,1.214,0.978,0 out of 10,1 out of 9,1 out of 10,0.738,0,1.402,0.518,3 out of 10,6 out of 9,6 out of 10,0.726,0,0.726,0.875,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.546,0.706,0 out of 10,0 out of 9,0 out of 10
2024,30006,TUCSON MEDICAL CENTER,5301 EAST GRANT ROAD,TUCSON,AZ,85712,PIMA,0.589,0,0.704,0.698,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.776,0.845,0 out of 10,0 out of 9,0 out of 10,0 out of 10,0.717,0,0.392,0.933,0 out of 10,0 out of 9,0 out of 10,0.738,0,0.696,0.925,0 out of 10,0 out of 9,0 out of 10,0.726,0,1.010,0.746,0 out of 10,2 out of 9,2 out of 10,0.52,0.014,0.609,0.564,0 out of 10,0 out of 9,0 out of 10
2024,30007,VERDE VALLEY MEDICAL CENTER,269 SOUTH CANDY LANE,COTTONWOOD,AZ,86326,YAVAPAI,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,10 out of 10,0.717,0,0.615,0.000,10 out of 10,9 out of 9,10 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.574,0.392,3 out of 10,3 out of 9,3 out of 10
2024,30010,ST. MARY'S HOSPITAL,1601 WEST ST MARY'S ROAD,TUCSON,AZ,85745,PIMA,0.589,0,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.65,0,0.943,0.000,10 out of 10,9 out of 9,10 out of 10,1 out of 10,0.717,0,0.442,0.707,1 out of 10,0 out of 9,1 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.468,1.527,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.205,0.442,2 out of 10,0 out of 9,2 out of 10
2024,30011,ST JOSEPH'S HOSPITAL,350 NORTH WILMOT ROAD,TUCSON,AZ,85711,PIMA,0.589,0,0.221,0.000,10 out of 10,9 out of 9,10 out of 10,0.65,0,0.315,0.000,10 out of 10,9 out of 9,10 out of 10,1 out of 10,0.717,0,0.843,0.739,0 out of 10,1 out of 9,1 out of 10,0.738,0,0.394,Not Available,Not Available,Not Available,Not Available,0.726,0,0.529,0.480,4 out of 10,0 out of 9,4 out of 10,0.52,0.014,0.253,0.391,3 out of 10,0 out of 9,3 out of 10
2024,30012,YAVAPAI REGIONAL MEDICAL CENTER,1003 WILLOW CREEK ROAD,PRESCOTT,AZ,86301,YAVAPAI,0.589,0,0.000,0.662,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.683,0.371,4 out of 10,4 out of 9,4 out of 10,10 out of 10,0.717,0,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,1.350,0.330,5 out of 10,7 out of 9,7 out of 10,0.52,0.014,0.749,0.630,0 out of 10,1 out of 9,1 out of 10
2024,30013,YUMA REGIONAL MEDICAL CENTER,2400 SOUTH AVENUE A,YUMA,AZ,85364,YUMA,0.589,0,0.622,0.958,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.709,1.676,0 out of 10,0 out of 9,0 out of 10,2 out of 10,0.717,0,0.822,0.756,0 out of 10,0 out of 9,0 out of 10,0.738,0,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.726,0,0.392,0.267,6 out of 10,3 out of 9,6 out of 10,0.52,0.014,0.545,0.652,0 out of 10,0 out of 9,0 out of 10
2024,30014,JOHN C. LINCOLN NORTH MOUNTAIN HOSPITAL,250 EAST DUNLAP AVENUE,PHOENIX,AZ,85020,MARICOPA,0.589,0,0.476,0.383,4 out of 10,1 out of 9,4 out of 10,0.65,0,0.419,0.718,0 out of 10,0 out of 9,0 out of 10,6 out of 10,0.717,0,1.059,0.493,3 out of 10,5 out of 9,5 out of 10,0.738,0,Not Available,0.000,10 out of 10,Not Available,10 out of 10,0.726,0,1.079,2.302,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.354,0.427,2 out of 10,0 out of 9,2 out of 10
2024,30016,BANNER CASA GRANDE MEDICAL CENTER,1800 EAST FLORENCE BOULEVARD,CASA GRANDE,AZ,85122,PINAL,0.589,0,0.494,0.473,2 out of 10,0 out of 9,2 out of 10,0.65,0,0.573,0.266,6 out of 10,5 out of 9,6 out of 10,10 out of 10,0.717,0,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.52,0.014,0.353,0.546,0 out of 10,0 out of 9,0 out of 10
2024,30022,VALLEYWISE HEALTH MEDICAL CENTER,2601 EAST ROOSEVELT STREET,PHOENIX,AZ,85008,MARICOPA,0.589,0,1.245,0.230,6 out of 10,8 out of 9,8 out of 10,0.65,0,0.691,0.247,6 out of 10,6 out of 9,6 out of 10,5 out of 10,0.717,0,1.270,0.634,2 out of 10,5 out of 9,5 out of 10,0.738,0,0.949,Not Available,Not Available,Not Available,Not Available,0.726,0,1.511,1.568,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.676,0.613,0 out of 10,0 out of 9,0 out of 10
2024,30023,FLAGSTAFF MEDICAL CENTER,1200 NORTH BEAVER STREET,FLAGSTAFF,AZ,86001,COCONINO,0.589,0,0.582,0.223,6 out of 10,6 out of 9,6 out of 10,0.65,0,0.317,0.000,10 out of 10,9 out of 9,10 out of 10,10 out of 10,0.717,0,0.876,0.000,10 out of 10,9 out of 9,10 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.449,0.239,7 out of 10,4 out of 9,7 out of 10,0.52,0.014,0.703,0.238,6 out of 10,6 out of 9,6 out of 10
2024,30024,ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,350 WEST THOMAS ROAD,PHOENIX,AZ,85013,MARICOPA,0.589,0,0.596,0.589,1 out of 10,0 out of 9,1 out of 10,0.65,0,0.572,0.389,4 out of 10,3 out of 9,4 out of 10,3 out of 10,0.717,0,0.621,0.522,3 out of 10,1 out of 9,3 out of 10,0.738,0,0.422,Not Available,Not Available,Not Available,Not Available,0.726,0,0.512,0.532,3 out of 10,0 out of 9,3 out of 10,0.52,0.014,0.611,0.245,5 out of 10,6 out of 9,6 out of 10
2024,30030,ABRAZO CENTRAL CAMPUS,2000 WEST BETHANY HOME ROAD,PHOENIX,AZ,85015,MARICOPA,0.589,0,0.620,0.881,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.381,1.030,0 out of 10,0 out of 9,0 out of 10,10 out of 10,0.717,0,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.540,2.240,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.532,0.409,2 out of 10,2 out of 9,2 out of 10
2024,30036,CHANDLER REGIONAL MEDICAL CENTER,1955 WEST FRYE ROAD,CHANDLER,AZ,85224,MARICOPA,0.589,0,0.538,0.949,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.691,0.786,0 out of 10,0 out of 9,0 out of 10,3 out of 10,0.717,0,0.989,0.731,0 out of 10,2 out of 9,2 out of 10,0.738,0,1.089,0.000,10 out of 10,9 out of 9,10 out of 10,0.726,0,0.611,0.800,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.773,0.751,0 out of 10,0 out of 9,0 out of 10
2024,30037,TEMPE ST LUKES HOSPITAL,1500 S MILL AVE,TEMPE,AZ,85282,MARICOPA,0.589,0,1.315,0.657,0 out of 10,5 out of 9,5 out of 10,0.65,0,0.808,0.773,0 out of 10,0 out of 9,0 out of 10,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.496,0.340,4 out of 10,3 out of 9,4 out of 10
2024,30038,HONORHEALTH SCOTTSDALE OSBORN MEDICAL CENTER,7400 EAST OSBORN ROAD,SCOTTSDALE,AZ,85251,MARICOPA,0.589,0,0.526,0.996,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.653,1.179,0 out of 10,0 out of 9,0 out of 10,0 out of 10,0.717,0,0.837,1.847,0 out of 10,0 out of 9,0 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.907,0.182,7 out of 10,7 out of 9,7 out of 10,0.52,0.014,0.411,0.331,4 out of 10,2 out of 9,4 out of 10
2024,30043,CANYON VISTA MEDICAL CENTER,5700 EAST HIGHWAY 90,SIERRA VISTA,AZ,85635,COCHISE,0.589,0,Not Available,0.565,1 out of 10,Not Available,1 out of 10,0.65,0,0.000,0.971,0 out of 10,0 out of 9,0 out of 10,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.957,1.055,0 out of 10,0 out of 9,0 out of 10
2024,30055,KINGMAN REGIONAL MEDICAL CENTER,3269 STOCKTON HILL ROAD,KINGMAN,AZ,86401,MOHAVE,0.589,0,0.200,0.366,4 out of 10,0 out of 9,4 out of 10,0.65,0,0.369,0.953,0 out of 10,0 out of 9,0 out of 10,10 out of 10,0.717,0,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.000,1.012,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.260,0.213,6 out of 10,1 out of 9,6 out of 10
2024,30061,BANNER BOSWELL MEDICAL CENTER,10401 WEST THUNDERBIRD BOULEVARD,SUN CITY,AZ,85351,MARICOPA,0.589,0,0.253,0.632,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.466,0.789,0 out of 10,0 out of 9,0 out of 10,1 out of 10,0.717,0,0.359,0.680,1 out of 10,0 out of 9,1 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.497,1.481,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.606,0.935,0 out of 10,0 out of 9,0 out of 10
2024,30062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,2200 EAST SHOW LOW LAKE ROAD,SHOW LOW,AZ,85901,NAVAJO,0.589,0,0.000,1.940,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.900,0.458,3 out of 10,4 out of 9,4 out of 10,10 out of 10,0.717,0,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,1.146,1.697,0 out of 10,0 out of 9,0 out of 10
2024,30064,BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,1625 NORTH CAMPBELL AVENUE,TUCSON,AZ,85719,PIMA,0.589,0,0.293,1.061,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.280,0.334,5 out of 10,0 out of 9,5 out of 10,1 out of 10,0.717,0,0.314,0.950,0 out of 10,0 out of 9,0 out of 10,0.738,0,0.366,0.000,10 out of 10,9 out of 9,10 out of 10,0.726,0,0.790,0.870,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.642,0.701,0 out of 10,0 out of 9,0 out of 10
2024,30065,BANNER DESERT MEDICAL CENTER,1400 SOUTH  DOBSON ROAD,MESA,AZ,85202,MARICOPA,0.589,0,0.173,1.160,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.300,0.574,2 out of 10,0 out of 9,2 out of 10,4 out of 10,0.717,0,0.752,0.404,4 out of 10,4 out of 9,4 out of 10,0.738,0,0.375,0.830,0 out of 10,0 out of 9,0 out of 10,0.726,0,0.214,0.830,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.853,0.346,4 out of 10,6 out of 9,6 out of 10
2024,30069,HAVASU REGIONAL MEDICAL CENTER,101 CIVIC CENTER LANE,LAKE HAVASU CITY,AZ,86403,MOHAVE,0.589,0,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.65,0,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.000,4.371,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.154,1.078,0 out of 10,0 out of 9,0 out of 10
2024,30083,ABRAZO SCOTTSDALE CAMPUS,3929 EAST BELL ROAD,PHOENIX,AZ,85032,MARICOPA,0.589,0,0.000,1.898,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,Not Available,0.717,0,0.000,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.414,0.855,0 out of 10,0 out of 9,0 out of 10
2024,30085,NORTHWEST MEDICAL CENTER,6200 NORTH LA CHOLLA BOULEVARD,TUCSON,AZ,85741,PIMA,0.589,0,0.191,0.169,7 out of 10,1 out of 9,7 out of 10,0.65,0,0.453,0.659,0 out of 10,0 out of 9,0 out of 10,0 out of 10,0.717,0,0.197,0.781,0 out of 10,0 out of 9,0 out of 10,0.738,0,2.301,Not Available,Not Available,Not Available,Not Available,0.726,0,0.404,0.000,10 out of 10,9 out of 9,10 out of 10,0.52,0.014,0.392,0.895,0 out of 10,0 out of 9,0 out of 10
2024,30087,HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER,9003 EAST SHEA BOULEVARD,SCOTTSDALE,AZ,85260,MARICOPA,0.589,0,0.723,0.671,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.879,0.603,1 out of 10,3 out of 9,3 out of 10,1 out of 10,0.717,0,1.072,1.961,0 out of 10,0 out of 9,0 out of 10,0.738,0,0.437,0.571,3 out of 10,0 out of 9,3 out of 10,0.726,0,0.515,0.996,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.411,0.216,6 out of 10,4 out of 9,6 out of 10
2024,30088,BANNER BAYWOOD MEDICAL CENTER,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,0.589,0,0.400,1.349,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.000,0.660,0 out of 10,0 out of 9,0 out of 10,5 out of 10,0.717,0,0.552,0.379,5 out of 10,3 out of 9,5 out of 10,0.738,0,1.416,Not Available,Not Available,Not Available,Not Available,0.726,0,0.604,1.559,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.506,0.834,0 out of 10,0 out of 9,0 out of 10
2024,30089,BANNER THUNDERBIRD MEDICAL CENTER,5555 WEST THUNDERBIRD ROAD,GLENDALE,AZ,85306,MARICOPA,0.589,0,0.855,1.080,0 out of 10,0 out of 9,0 out of 10,0.65,0,1.076,0.495,3 out of 10,5 out of 9,5 out of 10,6 out of 10,0.717,0,1.794,0.731,0 out of 10,5 out of 9,5 out of 10,0.738,0,2.091,0.321,6 out of 10,8 out of 9,8 out of 10,0.726,0,0.251,0.647,1 out of 10,0 out of 9,1 out of 10,0.52,0.014,0.537,0.623,0 out of 10,0 out of 9,0 out of 10
2024,30092,HONORHEALTH DEER VALLEY MEDICAL CENTER,19829 NORTH 27TH AVENUE,PHOENIX,AZ,85027,MARICOPA,0.589,0,0.731,1.065,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.561,0.845,0 out of 10,0 out of 9,0 out of 10,8 out of 10,0.717,0,1.136,0.138,8 out of 10,8 out of 9,8 out of 10,0.738,0,1.741,Not Available,Not Available,Not Available,Not Available,0.726,0,1.155,1.893,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.293,0.268,5 out of 10,0 out of 9,5 out of 10
2024,30093,BANNER DEL E. WEBB MEDICAL CENTER,14502 WEST MEEKER BOULEVARD,SUN CITY WEST,AZ,85375,MARICOPA,0.589,0,0.400,0.697,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.308,0.863,0 out of 10,0 out of 9,0 out of 10,2 out of 10,0.717,0,0.000,0.889,0 out of 10,0 out of 9,0 out of 10,0.738,0,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.726,0,0.756,0.457,4 out of 10,3 out of 9,4 out of 10,0.52,0.014,0.602,0.557,0 out of 10,0 out of 9,0 out of 10
2024,30094,ABRAZO ARROWHEAD HOSPITAL,18701 NORTH 67TH AVENUE,GLENDALE,AZ,85308,MARICOPA,0.589,0,0.000,0.143,7 out of 10,0 out of 9,7 out of 10,0.65,0,0.273,0.238,6 out of 10,1 out of 9,6 out of 10,10 out of 10,0.717,0,0.342,0.000,10 out of 10,9 out of 9,10 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,1.574,0.000,10 out of 10,9 out of 9,10 out of 10,0.52,0.014,0.408,0.412,2 out of 10,0 out of 9,2 out of 10
2024,30101,WESTERN ARIZONA REGIONAL MEDICAL CENTER,2735 SILVER CREEK ROAD,BULLHEAD CITY,AZ,86442,MOHAVE,0.589,0,0.598,0.912,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.826,0.707,0 out of 10,1 out of 9,1 out of 10,0 out of 10,0.717,0,0.000,0.987,0 out of 10,0 out of 9,0 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.000,3.972,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.807,0.761,0 out of 10,0 out of 9,0 out of 10
2024,30103,MAYO CLINIC HOSPITAL,5777 EAST MAYO BOULEVARD,PHOENIX,AZ,85054,MARICOPA,0.589,0,0.641,0.793,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.369,0.628,1 out of 10,0 out of 9,1 out of 10,6 out of 10,0.717,0,1.637,0.579,2 out of 10,6 out of 9,6 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.416,0.692,1 out of 10,0 out of 9,1 out of 10,0.52,0.014,0.658,0.394,3 out of 10,4 out of 9,4 out of 10
